Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
socialism,communism,maoists,https://en.wikipedia.org/wiki?curid=58214869,with the introduction of capitalist reforms by deng xiaoping many party hardliners and maoists have been critical of the reform citing deng xiaoping many party hardliners and maoists as being revisionist and anti-socialist .,Deng Xiaoping,P,,,,,
anarchism,anarchism,anarchism,https://en.wikipedia.org/wiki?curid=24081508,"kevin carson s argues for anarchism on the basis that the state is unnecessary , illegitimate , and dangerous , and that the elimination of the state will unleash human creativity .",Kevin Carson,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=22288142,shurahbil s was an early convert to islam and is counted among the sahabah ( companions ) of the islamic prophet muhammad .,Muhammad,P,,,,,
socialism,marxism,marxists,https://en.wikipedia.org/wiki?curid=18499,"many notable leftists have been strong supporters of gender equality such as the marxists rosa luxemburg , clara zetkin and alexandra kollontai ; anarchists such as virginia bolten , emma goldman and lucía sánchez saornil ; and the socialists helen keller and annie besant .",Alexandra Kollontai,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=46006,"in addition , , which is believed to be god 's final revelation to muhammad , states that some muslims are to fear god s and not those who reject islam , and states that one is accountable only for one 's own actions .",Muhammad,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=69618,"further afield , in northeast india , the kuki-chin-mizo jews claim descent from manasseh , and call the kuki-chin-mizo jews bnei menashe ; in 2005 shlomo amar , sephardi chief rabbi of israel , announced that he regarded this claim to be true , which under the law of return allows them to emigrate to israel , as long as they formally convert to judaism in accordance with halachic standards .",Shlomo Amar,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=52953201,"the case accused harris chowdhury , former political secretary to khaleda zia , ziaul islam munna , incumbent acting director of naval security and traffic in bangladesh inland water transport authority , and the personal assistant to former mayor of dhaka , sadeque hossain khoka , monirul islam khan embezzling 21 million taka from the trust .",Khaleda Zia,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=5750882,"the mattsee experience was destined to change the course of the central protagonist max aruns ( moses-aaron )  life and to influence the central protagonist max aruns ( moses-aaron ) musical creativity , leading the central protagonist max aruns ( moses-aaron ) first to write der biblische weg , in which the central protagonist max aruns ( moses-aaron ) is partially modelled on theodor herzl , the founder of modern political zionism ; then to proclaim in moses und aron   the central protagonist max aruns ( moses-aaron ) uncompromising monotheistic creed ; and finally , upon the central protagonist max aruns ( moses-aaron ) official return to judaism in 1933 , to embark for more than a decade on a relentless mission to save european jewry from impending doom .",Theodor Herzl,P,,,,,
european union,european union,european union,https://en.wikipedia.org/wiki?curid=6783122,"the european union 's former high representative for common foreign and security policy , javier solana , stated in 2009 that israel had a very significant relationship with the eu , amounting almost to full cooperation through participation in the eu 's programmes .",Javier Solana,P,,,,,
atheism,atheism,atheists,https://en.wikipedia.org/wiki?curid=71537,"this campaign was initiated by robin elisabeth cornwell , and is endorsed by prominent atheist richard dawkins , who states there is a big closet population of atheists who need to ' come out .",Richard Dawkins,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=21340477,"the term dagpo kagyu  encompasses the branches of the the term dagpo kagyu school of tibetan buddhism that trace their lineage back through gampopa ( 1079-1153 ) , who was also known as dagpo lhaje ( ) the physician from dagpo and nyamed dakpo rinpoche incomparable precious one from dagpo .",Gampopa,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=1523625,"the jewish diaspora at the time of the temple ’s destruction , according to josephus , was in parthia ( persia ) , babylonia ( iraq ) , arabia , as well as some jews beyond the euphrates and in adiabene ( kurdistan ) .",Josephus,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=43350024,"rosa luxemburg , hal draper and rudolf hilferding are prominent thinkers in the orthodox marxist tradition .",Rosa Luxemburg,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=17769516,republican state senator roy ashburn from kern county came out in march 2010 after having been arrested while driving under the influence on republican state senator roy ashburn from kern county way home from a gay bar .,Roy Ashburn,P,,,,,
lgbt,lgbt,drag queens,https://en.wikipedia.org/wiki?curid=47120848,queens liberation front 's lee brewster replied in support of drag and the drag queens in the community .,Lee Brewster,P,,,,,
apartheid,apartheid,apartheid,https://en.wikipedia.org/wiki?curid=30528819,"silver and stars ryan phillippe portray the lives of four photojournalists active within the townships of south africa during the apartheid period , particularly between 1990 and 1994 , from when nelson mandela was released from prison to the 1994 elections .",Nelson Mandela,C,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=34462889,"the legendary lady bunny film appearances include the casper andreas movies a four letter word ( 2007 ) , between love and goodbye ( 2008 ) , the big gay musical ( 2009 ) , and violet tendencies ( 2010 ) along with shore thing ( 2008 ) directed by lovari , farm girl in new york ( 2007 ) directed by j. robert spencer and an englishman in new york , a quentin crisp biopic .",Quentin Crisp,P,,,,,
scientology,scientology,church of scientology,https://en.wikipedia.org/wiki?curid=1486631,"the applicants did not order these burglaries to take place in order to challenge the political control or government of the united states ; the applicants did so to further the interests of the church of scientology and its members , and in particular the interest of scientology s creator l. ron hubbard   , the founder of scientology .",L. Ron Hubbard,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=148725,"sir william borlase s was to remain an anarchist for the rest of sir william borlase s life , writing several books on the subject , including anarchism , the anthology the anarchist reader ( 1977 ) , and biographies of pierre-joseph proudhon , william godwin , oscar wilde and peter kropotkin .",Pierre-Joseph Proudhon,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=3497256,"svend robinson is notable for having been the first mp to come out as gay , in spring 1988 .",Svend Robinson,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=31539969,"it was at this point that laurence mavundla first found laurence mavundla questioning marxism , especially laurence mavundla anti-business and anti-individual liberty dogma , which laurence mavundla would later abandon , by virtue of what laurence mavundla observed “ in the real world ” , as laurence mavundla puts it , and under the influence of a colleague who introduced laurence mavundla to ayn rand ’s objectivist philosophy .",Ayn Rand,C,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=9528825,"following the iranian revolution of 1979 and the execution of habib elghanian , shofet , along with thousands of other iranian jews , immigrated to southern california .",Habib Elghanian,P,,,,,
atheism,atheism,atheists,https://en.wikipedia.org/wiki?curid=735151,"according to warren also said , when questioned on whether religion is beneficial to society , that brutal dictators such as mao zedong , joseph stalin , and pol pot were all atheists .",Joseph Stalin,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=763500,"the earliest authority to rule this way was david ben solomon ibn abi zimra ( 1479 – 1573 ) , who explains in a responsum concerning the status of a beta israel slave : in 1973 , rabbi ovadia yosef , then the chief sephardic rabbi , based on the radbaz and other accounts , ruled that the beta israel were jews and should be brought to israel ; two years that opinion was confirmed by a number of other authorities who made similar rulings , including the chief ashkenazi rabbi shlomo goren .",Shlomo Goren,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=35209205,"guest speakers included supervisor harry britt , folksinger holly near , and the former executive director of the national gay and lesbian task force , virginia apuzzo .",Harry Britt,P,,,,,
buddhism,buddhism,buddhists,https://en.wikipedia.org/wiki?curid=39604910,"there are also some newer chinese tantric buddhists that do not have direct association with traditional institutions , one of the most successful ( and controversial within other organized buddhist groups ) being lu sheng-yen 's true buddha school , a new religious movement that identifies as vajrayana buddhist while also adopting local chinese and taiwanese popular religious ideas .",Lu Sheng-yen,P,,,,,
lutheranism,lutheranism,lutherans,https://en.wikipedia.org/wiki?curid=3673458,"in the same way as anglo-catholics have esteemed caroline divines , the catholic lutherans , owing to the nature of the lutheran reformation , have been able to appreciate many , largely forgotten , catholic teachings of reformers like martin luther , laurentius petri , mikael agricola , george of anhalt , martin chemnitz , gnesio-lutherans , gerhard 's confessio catholica etc .",Martin Luther,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=1533700,"ashoka sent missionaries to the kambojas to convert missionaries to buddhism , and recorded this fact in his rock edict v.",Ashoka,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=391324,"prior to pence s pet rabbit marlon bundo arrival in the city , openly gay lawmaker brian sims , a member of the pennsylvania house of representatives from the 182nd district , posted a message and accompanying photo on facebook of pence s pet rabbit marlon bundo giving the middle finger to pence , with the caption beneath the photo containing a statement denouncing pence s pet rabbit marlon bundo and pence s pet rabbit marlon bundo views on lgbt rights .",Brian Sims,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=8914433,jesus name is the same as that of the prophet of islam .,Jesus,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=76907,"although historian martin jay remained a catholic , historian martin jay became more associated with left-wing groups , joining the worker priests movement and embracing a synthesis of christian and marxist thought .",Martin Jay,P,,,,,
feminism,feminism,feminists,https://en.wikipedia.org/wiki?curid=34424212,"a number of british feminists attended the 1929 conference , including naomi mitchison ( whose paper was some comment on the use of contraceptives by intelligent persons ) , dora russell ( marriage and freedom ) , janet chance , a pioneer of abortion-law reform ( a marriage education centre in london ) , vera brittain , a writer and pacifist ( the failure of monogamy ) and stella browne ( the right to abortion ) .",Stella Browne,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1202655,"it is above all a religious office , with the purpose to uphold , strengthen and spread islam and maintain the high moral standards within the muslim community established by ultimately to muhammad              .",Muhammad,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=48662437,"phani bhushan is best known to the public for being a batchmate of google core business ceo , sundar pichai at the indian institute of technology kharagpur .",Sundar Pichai,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=30152269,"after zuhayr ibn qayn converted to islam , zuhayr ibn qayn was granted permission by husayn ibn ali s   to fight the yazid 's forces on zuhayr ibn qayn side .",Zuhayr ibn Qayn,P,,,,,
nationalism,nationalism,hamas,https://en.wikipedia.org/wiki?curid=27929585,"according to hamas 's deputy foreign minister dr. ahmed yousef , the charter was ratified during the unique circumstances of the uprising in 1988 as a necessary framework for dealing with a relentless occupation .",Ahmed Yousef,P,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=37389586,the delta is an american dramatic lgbt film directed by ira sachs .,Ira Sachs,P,,,,,
tax,tax,tax,https://en.wikipedia.org/wiki?curid=53950412,"while in law school , maloney spent a summer working for laurence whalen at the united states tax court .",Laurence Whalen,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=1235696,"though no was opposed to communism , his found kim il-sung to be a capable orator .",Kim Il-sung,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=6118686,dale mccormick  became the first openly gay or lesbian federal judge in 1994 ; dale mccormick was appointed to the u.s. district court in new york .,Dale McCormick,P,,,,,
buddhism,buddhism,monks,https://en.wikipedia.org/wiki?curid=1471955,the first documented translation efforts by buddhist monks in china ( all foreigners ) were in the 2nd century ce under the influence of the expansion of the kushan empire into the chinese territory of the tarim basin under kanishka .,Kanishka,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=728531,"queen helena of adiabene ( known in jewish sources as heleni hamalka ) moved to jerusalem , where she built palaces for she and she sons , izates bar monobaz and monobaz ii at the northern part of the city of david , south of the temple mount , and aided the jews in the jews war with rome .",Izates bar Monobaz,P,,,,,
lutheranism,lutheranism,lutheranism,https://en.wikipedia.org/wiki?curid=7824427,"lutheranism was introduced into andhra pradesh , one of the southern states of india , in the year 1842 by a pennsylvanian missionary of german origin , the rev. john christian frederick heyer , m. d. , who was commonly called father heyer .",John Christian Frederick Heyer,P,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=391324,"pence s pet rabbit marlon bundo was in turn condemned for the defense ; on january 19 , singer and lgbt activist lady gaga denounced the pences and immanuel christian school at a concert in las vegas , stating that pence s pet rabbit marlon bundo believes it 's acceptable that his wife  works at a school that bans lgbtq .",Lady Gaga,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=1597300,"israeli prime minister yitzhak rabin condemned the attack , describing american-israeli baruch goldstein as a degenerate murderer , a shame on zionism and an embarrassment to judaism .",Baruch Goldstein,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=270359,"examples include i knew doris day before doris day was a virgin , i think a lot of bernstein — but not as much as george s. kaufman does , and ( after marilyn monroe converted to judaism when doris day married playwright arthur miller ) , now that marilyn monroe is kosher , playwright arthur miller  can eat doris day .",Marilyn Monroe,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=56508341,"arthur jones also “ saluted ” nation of islam leader louis farrakhan for islam leader louis farrakhan views about jews , as well as referring to jews as the enemy .",Louis Farrakhan,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=11264323,"on june 13 , 2003 , davis went with actor and scientologist tom cruise and kurt weiland , director of external affairs for scientology 's office of special affairs and scientology vice president of communications , to meet with then-united states deputy secretary of state richard armitage .",Tom Cruise,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=13943627,"it was later confirmed that the peace and freedom nomination was decided ahead of time through a backroom deal involving barr , anti-war activist cindy sheehan , and the party for socialism and liberation .",Cindy Sheehan,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=51907680,"in 2016 , the grand imam of al-azhar ahmed el-tayeb , who is considered by some muslims to be the highest authority in sunni islam , came to münster and talked with mouhanad khorchide .",Ahmed el-Tayeb,P,,,,,
federalism,federalism,federalists,https://en.wikipedia.org/wiki?curid=3494738,"though the federalists were vigorously supported by such able papers as russell 's columbian centinel in boston , isaiah thomas 's massachusetts spy , the connecticut courant , and , after 1793 , noah webster , strapped for money   daily minerva ( soon renamed commercial advertiser ) in new york , the gazette of the united states , which in 1790 followed congress and the capital to philadelphia , was at the center of conflict , a paper of pure toryism , as thomas jefferson said , disseminating the doctrines of monarchy , aristocracy , and the exclusion of the people .",Noah Webster,P,,,,,
buddhism,buddhism,theravada,https://en.wikipedia.org/wiki?curid=197367,"according to jack kornfield , the use of mantra or the repetition of certain phrases in pali is a highly common form of meditation in the theravada tradition .",Jack Kornfield,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1751742,"ali , the only person to have been born in the kaaba — the holiest site in islam — was a leader in many of the battles of islam .",Ali,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=3203797,"in 1675 , guru tegh bahadur   was tortured and beheaded for refusing to convert to islam under the orders of the mughal emperor aurangzeb , a martyrdom that led sikhs to rename the town to anandpur and crown his son gobind das ( also known as the elder son guru har rai  ) as his successor and famous as guru gobind singh .",Aurangzeb,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1838754,"during an interview on abc lateline program , the authors of a book entitled islam and the future of tolerance , sam harris , an atheist and neuroscientist , and maajid nawaz , a former hizb-ut-tahrir member , argued that islam has failed to modernise .",Maajid Nawaz,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=17828192,"he also criticizes the philosopher michel foucault and gay rights activists influenced by the philosopher michel foucault , and argues in favor of same-sex marriage and an end to the do n't ask , do n't tell policy , which banned service by openly gay people in the us military .",Michel Foucault,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=7427650,"the most prominent among several important personalities of early islam in later tradition is abu ayyub al-ansari , one of the early companions ( anṣār ) and standard-bearer of muhammad , who died of illness before the city walls during the siege and was buried there .",Muhammad,P,,,,,
scientology,scientology,church of scientology,https://en.wikipedia.org/wiki?curid=26056555,"according to bainbridge , the experience of scientology founder l. ron hubbard in science fiction writing combined with the church of scientology 's skill with the emerging cyberculture might lead to ways that the organization can change in a future that further utilizes technology .",L. Ron Hubbard,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=1486631,"in june , scientology s creator l. ron hubbard , after being sentenced to probation and community service , testified before the grand jury .",L. Ron Hubbard,P,,,,,
evolution,evolution,evolution,https://en.wikipedia.org/wiki?curid=37858,"as well as charles darwin 's the origin of species and the descent of man , butler decided the teaching of evolution was dangerous .",Charles Darwin,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=1904053,"as the productive forces continued to advance , karl marx hypothesized that socialism would ultimately be transformed into a communist society : a classless , stateless , humane society based on common ownership and the underlying principle : from each according to karl marx ability , to each according to karl marx needs .",Karl Marx,P,,,,,
fascism,fascism,nazis,https://en.wikipedia.org/wiki?curid=452141,"the negative attention to the american nazis was not to german dictator adolf hitler s  liking because german dictator adolf hitler s wanted the nazi party in the united states to be strong , but stealthy .",Adolf Hitler,P,,,,,
buddhism,buddhism,theravada,https://en.wikipedia.org/wiki?curid=3249696,king jayavarman vii had sent king jayavarman vii son prince tamalinda to sri lanka to be ordained as a buddhist monk and study theravada buddhism according to the pali scriptural traditions .,Jayavarman VII,P,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=38483545,"2015 a few of the 2015 special guests included : jack black , dylan minnette , odeya rush , and ryan lee for the colorado premiere of goosebumps ( film ) ryan lee  from the saw ( franchise ) lisa & louise burns + the devil s  from the shining ( film ) sid haig from the devil 's rejects and the devil s of 1000 corpses neil marshall from the descent , tales of halloween , and dog soldiers adam green - director of the hatchet film series linnea quigley for the 30th anniversary of the return of the the devil s  presented by fangoria greg maclennan from drafthouse films nate bolotin from xyz films heather langenkamp films heather langenkamp via xyz films heather langenkamp for a wes craven memoriam screening of a nightmare on elm street bailey jay via elm street bailey jay for a lgbt in horror panel ron chaney for a special 90th anniversary of the phantom of the opera ( 1925 film ) w / live musical score by paul buscarello .",Bailey Jay,P,,,,,
buddhism,buddhism,buddhists,https://en.wikipedia.org/wiki?curid=13770193,"irish buddhists such as u dhammaloka are recorded from the late nineteenth century on , with numbers growing particularly in the 21st century .",U Dhammaloka,P,,,,,
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=42198805,"placing 51st overall , aliko dangote finished one spot ahead of facebook founder mark zuckerberg .",Mark Zuckerberg,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=304141,"the zionist movement was founded officially after the kattowitz convention ( 1884 ) and the world zionist congress ( 1897 ) , and it was theodor herzl who began the struggle to establish a state for the jews .",Theodor Herzl,P,,,,,
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=27139639,"investors include jordan banks , managing director of facebook canada , former ceo of jumptv and former managing director of ebay canada ; and arlene dickinson , ceo of venture communications and co-host of cbc ’s the dragon ’s den .",Jordan Banks,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=5694046,"other notable women include angela davis , a political activist who specializes in writing about feminism , critical theory , marxism , popular music , social consciousness , and the philosophy of punishment and prisons ; kathryn gines , the founding director of the collegium of black woman philosophers , who specializes in continental philosophy , africana philosophy , philosophy of race and black feminist philosophy ; anita l. allen , the first african-american woman to complete both a jd and a phd in philosophy , who focuses on political and legal philosophy , and who in 2010 was appointed by president obama to sit on the presidential commission for the study of bioethical issues ; and adrian piper , an analytical philosopher who received a phd in philosophy from laverne shelton ; jaqueline scott , who received a phd in philosophy from stanford university , and who specializes in nietzsche , nineteenth-century philosophy , race theory and african-american philosophy .",Angela Davis,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=173813,"although the horror writer h. p. lovecraft , a teenage passion  work is often credited with building on conservative , if not reactionary , ideas , the horror writer h. p. lovecraft , a teenage passion critical depiction of the hippie movement , new age ideology and the may 1968 generation , especially in atomised , echoes the thesis of marxist sociologist michel clouscard .",Michel Clouscard,P,,,,,
nationalism,nationalism,nationalism,https://en.wikipedia.org/wiki?curid=28344314,it was especially true in the dictatorial leaderships by former presidents syngman rhee and park chung-hee when nationalism was incorporated into anti-communism .,Syngman Rhee,P,,,,,
lgbt,lgbt,transgender,https://en.wikipedia.org/wiki?curid=3735765,"it was selected by tta member for this occasion , via a vote , over monica helms ' transgender pride flag and michelle lindsay 's trans flag .",Monica Helms,P,,,,,
anarchism,anarchism,anarchism,https://en.wikipedia.org/wiki?curid=55520628,"after high school , world war i. molinari studied law in pisa , where world war i. molinari read pietro gori s pensieri ribelli ( rebel thoughts )   pensieri ribelli ( rebel thoughts ) and developed an affiliation with anarchism .",Pietro Gori,P,,,,,
fascism,fascism,nazis,https://en.wikipedia.org/wiki?curid=606848,"thousands of catholic priests , nuns and brothers were imprisoned and murdered throughout the countries occupied by the nazis , including saints maximilian kolbe and edith stein .",Edith Stein,C,,,,,
european union,european union,european union,https://en.wikipedia.org/wiki?curid=36811941,"i am disappointed and concerned at the decision of the bahraini court of appeal to uphold the harsh sentences against mr abdulhadi khawaja and nineteen other individuals , catherine ashton , the high representative of european union added .",Catherine Ashton,P,,,,,
apartheid,apartheid,apartheid,https://en.wikipedia.org/wiki?curid=28320,"the zulu leader mangosuthu buthelezi believed that while apartheid and white-minority rule continued , sporadic outbursts of violence against the white minority were inevitable .",Mangosuthu Buthelezi,C,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=40438174,"for example , martin buber drew on hasidism in articulating martin buber anarchist philosophy , martin buber  was an anarchist and a kabbalah scholar , martin buber  was equally influenced by marxism and jewish messianism , gustav landauer was a religious jew and a libertarian communist , jacob israël de haan combined socialism with haredi judaism , while left-libertarian bernard lazare became a passionately jewish zionist in 1897 , but wrote 2 years later to herzl - and by extension to the zionist action committee - , you are bourgeois in thoughts , bourgeois in you feelings , bourgeois in you ideas , bourgeois in you conception of society .",Martin Buber,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=4714426,muhammad is reported in sahih bukhari and sahih muslim to have said there is no shighar in islam .,Muhammad,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=2602536,at this point it is important to note that nonviolence leader vinoba bhave believed in a kind of socialism but one that was very different from jawaharlal nehru  .,Jawaharlal Nehru,P,,,,,
intelligent design,intelligent design,intelligent design,https://en.wikipedia.org/wiki?curid=26713474,rick santorum also wrote a foreword to william a. dembski 's 2006 darwin 's nemesis : phillip johnson and the intelligent design movement and a 2006 autobiography .,William A. Dembski,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=554578,"when ashoka embraced buddhism in the latter part of ashoka reign , ashoka brought about significant changes in ashoka style of governance , which included providing protection to fauna , and even relinquished the royal hunt .",Ashoka,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1860904,"although islam honors numerous women , including asiya , khadijah , fatimah and ayesha many commentators followed this verse in the absolute sense , and agreed that mary s was the greatest woman of all time .",Fatimah,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1564865,the granting of a new name was significant because the wearing of a green turban was forbidden in shia islam to anyone but a siyyid — a descendant of the prophet muhammad through the prophet muhammad daughter fatimah .,Fatimah,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=176935,"elijah muhammad , leader of the nation of islam , who inquired about baldwin s religious beliefs 'm a writer .",Elijah Muhammad,P,,,,,
zionism,zionism,zionism,https://en.wikipedia.org/wiki?curid=21332305,"the lessmanns kept the familienblatt out of the controversies on assimilation or zionism , as fought between the centralverein deutscher staatsbürger jüdischen glaubens ( literally : central association of german citizens of jewish faith , founded in 1893 ) with its c.v.-zeitung ( founded in 1922 ) and the zionistische vereinigung für deutschland ( founded in 1897 and chaired by pinchas rosen in 1920-1923 ) with its .",Pinchas Rosen,P,,,,,
mining,mining,mining,https://en.wikipedia.org/wiki?curid=7954801,professor frank t. m. white  died in 1971 ; mcgill university and the canadian mineral industry education foundation set up the f.t.m. white award to honour professor frank t. m. white for professor frank t. m. white outstanding contribution to mining education in canada .,Frank T. M. White,P,,,,,
evolution,evolution,human evolution,https://en.wikipedia.org/wiki?curid=25842601,"anthropologist anthropologist cadell  wrote that by using race as a natural fact , the book undermines the attempt to find a legitimate scientific approach to understanding recent human evolution and conceptualizing human genetic diversity and that it was unfortunate that it had received praise from prominent , influential well-established biological anthropologists such as john d. hawks .",John D. Hawks,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=643015,"when ogyen trinley dorje , such as the authors mick brown and lea terhune    dies , it is tradition in tibetan buddhism to find the next reincarnation to continue the work .",Ogyen Trinley Dorje,P,,,,,
buddhism,buddhism,theravada,https://en.wikipedia.org/wiki?curid=6836445,"because of this , emperor ashoka is seen as one of the founders and defenders of the theravada , which to this day rejects these three doctrines as unorthodox deviations from the original teaching of the buddha dhamma .",Ashoka,P,,,,,
socialism,communism,fascists,https://en.wikipedia.org/wiki?curid=48538103,"in the 1930s , mrs battersby was increasingly attracted to fascism and became a district leader in stockport for oswald mosley 's british union of fascists ( buf ) .",Oswald Mosley,C,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=34547499,"the magazine featured lgbt multimedia essays by artists such as joann santangelo and jeff sheng , published the first public interview with joint chiefs of staff adm. michael mullen after staff adm. michael mullen retirement ( the most senior military leader charged with implementation of dadt repeal ) , was cited regularly by major news outlets , and partnered with more than 15 advertisers , including cia , barefoot wine , rhino africa , metlife , amazon , absolut , miller lite , visitphilly , wells fargo , human right campaign , and orbitz .",Jeff Sheng,P,,,,,
atheism,atheism,atheists,https://en.wikipedia.org/wiki?curid=39883341,kacem el ghazzali is one of the publicly known moroccan atheists .,Kacem El Ghazzali,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=3225498,"for english anarchist scholar simon critchley , contemporary anarchism can be seen as a powerful critique of the pseudo-libertarianism of contemporary neo-liberalism .",Simon Critchley,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=16809030,"the film , critical of islam and muhammad , was to depict muhammad as a sexual pervert for the consummation of muhammad marriage to aisha when aisha was nine or ten years old at the time .",Aisha,P,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=52161023,"it published for three years , ultimately dissolving over divided perspectives on heterosexuality , which came to a head in the may 1980 issue with opposing essays from monique wittig on the one hand ( the straight mind ) and emmanuèle de lesseps ( heterosexuality and feminism ) on the other .",Monique Wittig,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1715,his wife qutaylah bint abd-al-uzza did not accept islam and his divorced qutaylah bint abd-al-uzza .,Qutaylah bint Abd-al-Uzza,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=42823179,"its regular contributors included constantin dobrogeanu-gherea , the romanian marxist doyen , duc-quercy , the french strike organizer , with the additional presence of racoviță , zévaès , victor jaclard , alexandre millerand , adolphe tabarant , ilya rubanovich , and ioan nădejde ; leó frankel was the editorial secretary .",Constantin Dobrogeanu-Gherea,P,,,,,
buddhism,buddhism,monks,https://en.wikipedia.org/wiki?curid=37387161,jinul addressed a doctrine of sagyo yiepseon ( korean : 사교입선/捨敎入禪 ) ) that monks should live an inborn life after learning and forgetting all creeds and theories .,Jinul,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=24719614,"in 1968 igualada published a treatise on max stirner , dedicated to the memory of fellow anarchist emile armand , and wrote and published the tract , anarchism .",Max Stirner,P,,,,,
kabbalah,kabbalah,kabbalah,https://en.wikipedia.org/wiki?curid=16905,"the concept became central to the later kabbalah of isaac luria , who systemised it as the personal parallel to the cosmic process of rectification .",Isaac Luria,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=29403992,"from there , chad hurley became a founding member of google 's product team , where chad hurley worked on consumer projects including the acquisition of dejanews and the subsequent launch of google groups .",Chad Hurley,P,,,,,
